Time;Command;AffectedRows;ElapsedTime
2018.04.08_22:48:36;DML_DELETE;100000;19746
2018.04.08_22:48:50;DML_INSERT;10000;3835
2018.04.08_23:18:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;40000;202
2018.04.08_23:19:40;DML_INSERT;10000;3506
2018.04.08_23:19:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;225
2018.04.08_23:19:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;212
2018.04.08_23:19:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;238
2018.04.08_23:19:43;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;206
2018.04.08_23:19:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;230
2018.04.08_23:19:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;210
2018.04.08_23:19:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;214
2018.04.08_23:19:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;193
2018.04.08_23:19:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;313
2018.04.08_23:19:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;226
2018.04.08_23:19:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;215
2018.04.08_23:19:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;211
2018.04.08_23:19:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;225
2018.04.08_23:19:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;223
2018.04.08_23:19:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;243
2018.04.08_23:19:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;219
2018.04.08_23:19:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;216
2018.04.08_23:19:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;241
2018.04.08_23:19:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;203
2018.04.08_23:19:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;188
2018.04.08_23:19:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;214
2018.04.08_23:19:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;244
2018.04.08_23:19:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;276
2018.04.08_23:19:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;257
2018.04.08_23:19:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;215
2018.04.08_23:19:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;238
2018.04.08_23:19:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;210
2018.04.08_23:19:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;221
2018.04.08_23:19:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;272
2018.04.08_23:19:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;281
2018.04.08_23:19:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;248
2018.04.08_23:19:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;195
2018.04.08_23:19:50;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;313
2018.04.08_23:19:51;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;286
2018.04.08_23:19:51;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;438
2018.04.08_23:19:53;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;1813
2018.04.08_23:19:53;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;567
2018.04.08_23:19:54;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;1001
2018.04.08_23:19:55;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;803
2018.04.08_23:19:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;434
2018.04.08_23:19:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;356
2018.04.08_23:19:56;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;364
2018.04.08_23:19:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;311
2018.04.08_23:19:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;210
2018.04.08_23:19:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;207
2018.04.08_23:19:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;206
2018.04.08_23:19:57;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;199
2018.04.08_23:19:58;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;207
2018.04.08_23:19:58;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;243
2018.04.08_23:19:58;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;236
2018.04.08_23:19:58;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;210
2018.04.08_23:19:58;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;166
2018.04.08_23:19:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;183
2018.04.08_23:19:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;199
2018.04.08_23:19:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;197
2018.04.08_23:19:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;189
2018.04.08_23:19:59;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;234
2018.04.08_23:20:00;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;272
2018.04.08_23:20:00;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;193
2018.04.08_23:20:00;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;176
2018.04.08_23:20:00;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;179
2018.04.08_23:20:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;203
2018.04.08_23:20:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;240
2018.04.08_23:20:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;272
2018.04.08_23:20:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;238
2018.04.08_23:20:01;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;209
2018.04.08_23:20:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;214
2018.04.08_23:20:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;164
2018.04.08_23:20:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;209
2018.04.08_23:20:02;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;208
2018.04.08_23:20:03;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;221
2018.04.08_23:20:03;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;347
2018.04.08_23:20:03;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;324
2018.04.08_23:20:03;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;188
2018.04.08_23:20:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;188
2018.04.08_23:20:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;201
2018.04.08_23:20:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;267
2018.04.08_23:20:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;209
2018.04.08_23:20:04;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;180
2018.04.08_23:20:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;193
2018.04.08_23:20:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;174
2018.04.08_23:20:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;161
2018.04.08_23:20:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;205
2018.04.08_23:20:05;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;222
2018.04.08_23:20:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;274
2018.04.08_23:20:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;204
2018.04.08_23:20:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;170
2018.04.08_23:20:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;170
2018.04.08_23:20:06;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;189
2018.04.08_23:20:07;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;210
2018.04.08_23:20:07;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;181
2018.04.08_23:20:07;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;178
2018.04.08_23:20:07;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;264
2018.04.08_23:20:07;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;209
2018.04.08_23:20:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;182
2018.04.08_23:20:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;265
2018.04.08_23:20:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;248
2018.04.08_23:20:08;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;226
2018.04.08_23:20:09;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;360
2018.04.08_23:20:09;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;50000;315
2018.04.08_23:20:15;DML_INSERT;10000;3609
2018.04.08_23:20:17;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;189
2018.04.08_23:20:18;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;249
2018.04.08_23:20:18;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;243
2018.04.08_23:20:18;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;204
2018.04.08_23:20:18;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;206
2018.04.08_23:20:18;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;251
2018.04.08_23:20:19;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;256
2018.04.08_23:20:19;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;204
2018.04.08_23:20:19;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;315
2018.04.08_23:20:20;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;321
2018.04.08_23:20:20;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;505
2018.04.08_23:20:21;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;497
2018.04.08_23:20:22;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;1484
2018.04.08_23:20:23;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;1153
2018.04.08_23:20:24;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;480
2018.04.08_23:20:24;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;339
2018.04.08_23:20:24;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;440
2018.04.08_23:20:25;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;474
2018.04.08_23:20:25;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;206
2018.04.08_23:20:25;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;313
2018.04.08_23:20:26;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;278
2018.04.08_23:20:26;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;424
2018.04.08_23:20:27;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;592
2018.04.08_23:20:27;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;468
2018.04.08_23:20:27;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;237
2018.04.08_23:20:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;235
2018.04.08_23:20:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;196
2018.04.08_23:20:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;226
2018.04.08_23:20:28;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;240
2018.04.08_23:20:29;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;256
2018.04.08_23:20:29;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;278
2018.04.08_23:20:29;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;219
2018.04.08_23:20:29;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;200
2018.04.08_23:20:30;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;234
2018.04.08_23:20:30;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;225
2018.04.08_23:20:30;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;221
2018.04.08_23:20:30;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;275
2018.04.08_23:20:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;297
2018.04.08_23:20:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;405
2018.04.08_23:20:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;267
2018.04.08_23:20:31;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;237
2018.04.08_23:20:32;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;296
2018.04.08_23:20:32;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;268
2018.04.08_23:20:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;545
2018.04.08_23:20:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;235
2018.04.08_23:20:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;279
2018.04.08_23:20:33;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;239
2018.04.08_23:20:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;230
2018.04.08_23:20:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;288
2018.04.08_23:20:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;296
2018.04.08_23:20:34;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;272
2018.04.08_23:20:35;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;229
2018.04.08_23:20:35;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;293
2018.04.08_23:20:35;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;206
2018.04.08_23:20:35;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;286
2018.04.08_23:20:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;328
2018.04.08_23:20:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;248
2018.04.08_23:20:36;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;283
2018.04.08_23:20:37;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;271
2018.04.08_23:20:37;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;215
2018.04.08_23:20:37;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;232
2018.04.08_23:20:37;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;230
2018.04.08_23:20:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;267
2018.04.08_23:20:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;401
2018.04.08_23:20:38;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;304
2018.04.08_23:20:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;280
2018.04.08_23:20:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;251
2018.04.08_23:20:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;230
2018.04.08_23:20:39;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;227
2018.04.08_23:20:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;298
2018.04.08_23:20:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;277
2018.04.08_23:20:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;185
2018.04.08_23:20:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;208
2018.04.08_23:20:40;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;216
2018.04.08_23:20:41;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;223
2018.04.08_23:20:41;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;257
2018.04.08_23:20:41;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;292
2018.04.08_23:20:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;333
2018.04.08_23:20:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;394
2018.04.08_23:20:42;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;307
2018.04.08_23:20:44;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;1507
2018.04.08_23:20:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;949
2018.04.08_23:20:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;271
2018.04.08_23:20:45;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;446
2018.04.08_23:20:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;311
2018.04.08_23:20:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;254
2018.04.08_23:20:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;218
2018.04.08_23:20:46;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;211
2018.04.08_23:20:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;210
2018.04.08_23:20:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;288
2018.04.08_23:20:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;237
2018.04.08_23:20:47;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;254
2018.04.08_23:20:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;265
2018.04.08_23:20:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;202
2018.04.08_23:20:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;203
2018.04.08_23:20:48;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;212
2018.04.08_23:20:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;232
2018.04.08_23:20:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;270
2018.04.08_23:20:49;Egyedi: UPDATE szakdoga."Tanulok" SET "Email"='updatelt@gmail.com' WHERE 1=1;;60000;206
