Time;Command;AffectedRows;ElapsedTime;
2018.04.09_02:32:02;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22826
2018.04.09_02:32:25;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23236
2018.04.09_02:32:49;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23186
2018.04.09_02:33:14;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25268
2018.04.09_02:33:38;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24572
2018.04.09_02:34:01;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22399
2018.04.09_02:34:26;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24959
2018.04.09_02:34:49;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23135
2018.04.09_02:35:13;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24231
2018.04.09_02:35:37;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23343
2018.04.09_02:36:02;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24695
2018.04.09_02:36:28;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25330
2018.04.09_02:36:51;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22432
2018.04.09_02:37:16;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24928
2018.04.09_02:37:40;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24185
2018.04.09_02:38:03;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23228
2018.04.09_02:38:28;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25274
2018.04.09_02:38:52;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23599
2018.04.09_02:39:16;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24096
2018.04.09_02:39:41;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25061
2018.04.09_02:40:04;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22538
2018.04.09_02:40:27;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23122
2018.04.09_02:40:50;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22846
2018.04.09_02:41:16;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25950
2018.04.09_02:41:41;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24910
2018.04.09_02:42:03;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22357
2018.04.09_02:42:26;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23381
2018.04.09_02:42:50;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23446
2018.04.09_02:43:15;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24750
2018.04.09_02:43:38;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23016
2018.04.09_02:44:00;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22911
2018.04.09_02:44:23;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22865
2018.04.09_02:44:47;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23200
2018.04.09_02:45:10;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23477
2018.04.09_02:45:34;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23787
2018.04.09_02:45:58;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24284
2018.04.09_02:46:21;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22503
2018.04.09_02:46:46;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25432
2018.04.09_02:47:09;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23429
2018.04.09_02:47:34;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24717
2018.04.09_02:47:57;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22825
2018.04.09_02:48:21;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23863
2018.04.09_02:48:45;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24070
2018.04.09_02:49:08;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22691
2018.04.09_02:49:33;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24969
2018.04.09_02:49:55;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22262
2018.04.09_02:50:17;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22451
2018.04.09_02:50:43;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25283
2018.04.09_02:51:07;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24731
2018.04.09_02:51:32;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25038
2018.04.09_02:51:58;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24745
2018.04.09_02:52:22;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23357
2018.04.09_02:52:43;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;21814
2018.04.09_02:53:06;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22864
2018.04.09_02:53:31;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24281
2018.04.09_02:53:54;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23941
2018.04.09_02:54:20;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25496
2018.04.09_02:54:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24304
2018.04.09_02:55:07;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22284
2018.04.09_02:55:30;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23197
2018.04.09_02:55:54;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24240
2018.04.09_02:56:18;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23491
2018.04.09_02:56:42;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24078
2018.04.09_02:57:05;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22914
2018.04.09_02:57:30;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25810
2018.04.09_02:57:55;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24325
2018.04.09_02:58:18;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23283
2018.04.09_02:58:41;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22965
2018.04.09_02:59:04;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22657
2018.04.09_02:59:29;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25155
2018.04.09_02:59:51;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22274
2018.04.09_03:00:14;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23071
2018.04.09_03:00:38;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23502
2018.04.09_03:01:01;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23224
2018.04.09_03:01:23;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22389
2018.04.09_03:01:46;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22960
2018.04.09_03:02:09;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22341
2018.04.09_03:02:34;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25047
2018.04.09_03:02:58;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24032
2018.04.09_03:03:20;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;21616
2018.04.09_03:03:43;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23561
2018.04.09_03:04:04;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;21208
2018.04.09_03:04:24;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;19543
2018.04.09_03:04:48;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24409
2018.04.09_03:05:13;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24551
2018.04.09_03:05:36;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22741
2018.04.09_03:05:59;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23253
2018.04.09_03:06:25;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24485
2018.04.09_03:06:50;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24657
2018.04.09_03:07:12;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22302
2018.04.09_03:07:37;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24529
2018.04.09_03:07:59;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22736
2018.04.09_03:08:21;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22076
2018.04.09_03:08:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;22689
2018.04.09_03:09:08;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23510
2018.04.09_03:09:32;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;24720
2018.04.09_03:09:56;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23701
2018.04.09_03:10:20;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;23952
2018.04.09_03:10:45;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;60001;25540
2018.04.09_03:15:43;INSERT;10000;2217
2018.04.09_03:16:12;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27336
2018.04.09_03:16:42;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;29325
2018.04.09_03:17:11;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28966
2018.04.09_03:17:37;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26741
2018.04.09_03:18:06;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28598
2018.04.09_03:18:34;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27797
2018.04.09_03:19:02;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28769
2018.04.09_03:19:32;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;29567
2018.04.09_03:19:59;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26517
2018.04.09_03:20:24;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25345
2018.04.09_03:20:49;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25469
2018.04.09_03:21:18;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28465
2018.04.09_03:21:46;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28401
2018.04.09_03:22:13;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27039
2018.04.09_03:22:43;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28516
2018.04.09_03:23:13;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;30295
2018.04.09_03:23:41;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27964
2018.04.09_03:24:09;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28076
2018.04.09_03:24:36;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26422
2018.04.09_03:25:05;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;29623
2018.04.09_03:25:33;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27333
2018.04.09_03:26:01;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28158
2018.04.09_03:26:28;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26962
2018.04.09_03:26:54;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26524
2018.04.09_03:27:22;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27880
2018.04.09_03:27:48;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25866
2018.04.09_03:28:17;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28900
2018.04.09_03:28:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27317
2018.04.09_03:29:11;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26914
2018.04.09_03:29:40;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28723
2018.04.09_03:30:06;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26642
2018.04.09_03:30:34;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26348
2018.04.09_03:31:00;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26385
2018.04.09_03:31:28;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28095
2018.04.09_03:31:54;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25938
2018.04.09_03:32:21;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26672
2018.04.09_03:32:48;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26586
2018.04.09_03:33:17;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28951
2018.04.09_03:33:45;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28313
2018.04.09_03:34:13;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28442
2018.04.09_03:34:39;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26064
2018.04.09_03:35:07;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28126
2018.04.09_03:35:37;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;29657
2018.04.09_03:36:03;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25643
2018.04.09_03:36:30;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26966
2018.04.09_03:36:57;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27028
2018.04.09_03:37:24;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27310
2018.04.09_03:37:52;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27855
2018.04.09_03:38:17;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25218
2018.04.09_03:38:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27027
2018.04.09_03:39:13;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28593
2018.04.09_03:39:45;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;32314
2018.04.09_03:40:13;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27505
2018.04.09_03:40:38;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25914
2018.04.09_03:41:06;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27971
2018.04.09_03:41:33;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26516
2018.04.09_03:42:01;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27675
2018.04.09_03:42:27;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26483
2018.04.09_03:42:52;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;24592
2018.04.09_03:43:18;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26402
2018.04.09_03:43:46;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27720
2018.04.09_03:44:15;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;29409
2018.04.09_03:44:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28591
2018.04.09_03:45:11;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27612
2018.04.09_03:45:39;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27591
2018.04.09_03:46:06;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27218
2018.04.09_03:46:36;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;29334
2018.04.09_03:46:59;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;23507
2018.04.09_03:47:25;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25609
2018.04.09_03:47:52;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27707
2018.04.09_03:48:19;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26680
2018.04.09_03:48:47;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28219
2018.04.09_03:49:16;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28220
2018.04.09_03:49:43;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27688
2018.04.09_03:50:11;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27423
2018.04.09_03:50:39;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28495
2018.04.09_03:51:06;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26658
2018.04.09_03:51:35;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;29039
2018.04.09_03:52:03;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28561
2018.04.09_03:52:30;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26647
2018.04.09_03:52:57;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27351
2018.04.09_03:53:22;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;24608
2018.04.09_03:53:50;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28242
2018.04.09_03:54:17;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26409
2018.04.09_03:54:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26918
2018.04.09_03:55:10;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26767
2018.04.09_03:55:36;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25363
2018.04.09_03:56:03;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27316
2018.04.09_03:56:32;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28946
2018.04.09_03:56:59;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27161
2018.04.09_03:57:25;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;25627
2018.04.09_03:57:53;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27812
2018.04.09_03:58:19;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26742
2018.04.09_03:58:48;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28231
2018.04.09_03:59:17;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;29399
2018.04.09_03:59:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;27181
2018.04.09_04:00:11;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26630
2018.04.09_04:00:40;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;28913
2018.04.09_04:01:07;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26863
2018.04.09_04:01:33;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;70001;26560
2018.04.09_07:05:38;INSERT;10000;1171
2018.04.09_07:06:13;UPDATE;80001;29504
2018.04.09_07:40:21;INSERT;10000;1921
2018.04.09_07:40:59;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34574
2018.04.09_07:41:33;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34194
2018.04.09_07:42:09;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36462
2018.04.09_07:42:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34640
2018.04.09_07:43:21;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36630
2018.04.09_07:43:57;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36023
2018.04.09_07:44:35;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;38481
2018.04.09_07:45:10;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;35133
2018.04.09_07:45:45;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34945
2018.04.09_07:46:25;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;39963
2018.04.09_07:47:01;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;35775
2018.04.09_07:47:35;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34596
2018.04.09_07:48:14;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;38539
2018.04.09_07:48:50;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;35971
2018.04.09_07:49:23;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;33031
2018.04.09_07:49:59;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36113
2018.04.09_07:50:36;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;37156
2018.04.09_07:51:11;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34802
2018.04.09_07:51:45;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;33576
2018.04.09_07:52:21;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36369
2018.04.09_07:52:56;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34733
2018.04.09_07:53:30;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;33933
2018.04.09_07:54:06;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36386
2018.04.09_07:54:42;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36041
2018.04.09_07:55:15;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;33162
2018.04.09_07:55:52;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36831
2018.04.09_07:56:30;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;37580
2018.04.09_07:57:04;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34375
2018.04.09_07:57:38;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;33926
2018.04.09_07:58:18;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;39553
2018.04.09_07:58:54;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36135
2018.04.09_07:59:28;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34609
2018.04.09_08:00:05;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36552
2018.04.09_08:00:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;38894
2018.04.09_08:01:18;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34048
2018.04.09_08:01:51;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;33306
2018.04.09_08:02:31;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;39718
2018.04.09_08:03:06;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34799
2018.04.09_08:03:35;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;28883
2018.04.09_08:04:08;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;33445
2018.04.09_08:04:44;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;36106
2018.04.09_08:05:20;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;35436
2018.04.09_08:05:54;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34561
2018.04.09_08:06:29;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;35188
2018.04.09_08:07:04;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;35043
2018.04.09_08:07:40;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;35707
2018.04.09_08:08:14;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;34264
2018.04.09_08:08:52;Egyéni: UPDATE szakd SET email="updatelt@gmail.com" WHERE 1;;90001;37386
